month,id_estacao,dicofre,concelho,id_direcc_vento,min_intensidade_vento,max_intensidade_vento,avg_intensidade_vento
03,1210702,105,Aveiro,4.0,0.2,4.9,1.86
03,702,105,Aveiro,5.0,0.2,7.3,2.26
03,1210702,105,Aveiro,6.0,0.2,10.7,4.01
03,1210702,105,Aveiro,7.0,0.2,11.4,4.22
03,702,105,Aveiro,8.0,0.5,10.0,3.97
03,6213615,111,Mealhada,1.0,0.2,5.0,1.98
03,6213615,111,Mealhada,2.0,0.2,6.8,2.53
03,6213615,111,Mealhada,3.0,0.2,8.2,2.68
03,6213615,111,Mealhada,4.0,0.1,5.7,1.52
03,6213615,111,Mealhada,5.0,0.2,5.2,2.05
03,6213615,111,Mealhada,6.0,0.3,4.9,2.1
03,6213615,111,Mealhada,7.0,0.2,4.7,1.98
03,6213615,111,Mealhada,8.0,0.3,5.6,2.2
03,1200562,205,Beja,1.0,0.5,7.1,2.72
03,1200562,205,Beja,2.0,0.3,8.5,3.1
03,1200562,205,Beja,3.0,0.3,7.8,2.67
03,1200562,205,Beja,4.0,0.2,7.8,2.85
03,1200562,205,Beja,5.0,0.2,7.3,3.51
03,562,205,Beja,6.0,0.2,11.1,3.75
03,562,205,Beja,7.0,0.3,11.0,3.71
03,1200562,205,Beja,8.0,0.2,9.7,3.63
03,1210864,206,Castro Verde,1.0,0.0,7.9,2.81
03,1210864,206,Castro Verde,2.0,0.0,9.5,2.95
03,1210864,206,Castro Verde,3.0,0.0,7.2,2.94
03,1210864,206,Castro Verde,4.0,0.0,11.5,3.43
03,1210864,206,Castro Verde,5.0,0.0,7.4,2.21
03,864,206,Castro Verde,6.0,0.0,7.5,1.74
03,864,206,Castro Verde,7.0,0.0,7.4,1.91
03,1210864,206,Castro Verde,8.0,0.0,11.4,3.6
03,863,209,Mértola,1.0,0.0,5.4,1.7
03,1210863,209,Mértola,2.0,0.0,4.8,1.22
03,1210863,209,Mértola,3.0,0.0,8.7,2.43
03,1210863,209,Mértola,4.0,0.0,9.5,2.31
03,1210863,209,Mértola,5.0,0.0,5.1,2.24
03,863,209,Mértola,6.0,0.0,6.3,2.04
03,863,209,Mértola,7.0,0.0,7.8,2.15
03,1210863,209,Mértola,8.0,0.0,9.0,2.51
03,851,210,Moura,1.0,0.0,6.8,1.97
03,1210851,210,Moura,2.0,0.0,7.6,1.85
03,1210851,210,Moura,3.0,0.0,6.9,2.02
03,1210851,210,Moura,4.0,0.0,6.9,2.13
03,851,210,Moura,5.0,0.0,6.8,2.39
03,851,210,Moura,6.0,0.0,11.3,2.79
03,1210851,210,Moura,7.0,0.1,8.3,2.81
03,1210851,210,Moura,8.0,0.0,10.8,3.39
03,1210788,211,Odemira,1.0,0.0,9.2,2.88
03,1210577,211,Odemira,2.0,0.0,10.5,2.32
03,1210577,211,Odemira,3.0,0.0,10.6,2.12
03,1210788,211,Odemira,4.0,0.0,11.4,2.17
03,788,211,Odemira,5.0,0.0,7.0,1.97
03,1210577,211,Odemira,6.0,0.0,8.5,2.75
03,788,211,Odemira,7.0,0.0,8.9,2.82
03,1210577,211,Odemira,8.0,0.0,11.8,3.5
03,6212122,301,Amares,1.0,0.1,9.5,1.68
03,6212122,301,Amares,2.0,0.2,8.9,1.39
03,6212122,301,Amares,3.0,0.2,4.9,1.53
03,6212122,301,Amares,4.0,0.2,4.9,1.45
03,6212122,301,Amares,5.0,0.2,6.2,1.79
03,6212122,301,Amares,6.0,0.1,5.6,1.97
03,6212122,301,Amares,7.0,0.2,7.0,1.71
03,6212122,301,Amares,8.0,0.2,5.0,1.62
03,6212125,302,Barcelos,1.0,0.2,4.8,1.5
03,6212125,302,Barcelos,2.0,0.2,5.0,1.52
03,6212125,302,Barcelos,3.0,0.1,6.9,1.27
03,6212125,302,Barcelos,4.0,0.1,3.4,0.84
03,6212125,302,Barcelos,5.0,0.2,7.4,2.46
03,6212125,302,Barcelos,6.0,0.1,6.4,2.39
03,6212125,302,Barcelos,7.0,0.2,5.7,1.99
03,6212125,302,Barcelos,8.0,0.2,5.9,2.19
03,6212124,303,Braga,1.0,0.0,9.1,2.03
03,6212124,303,Braga,2.0,0.1,5.3,1.53
03,6212124,303,Braga,3.0,0.0,8.5,2.24
03,6212124,303,Braga,4.0,0.0,7.7,1.86
03,622,303,Braga,5.0,0.0,8.5,2.61
03,1210622,303,Braga,6.0,0.0,9.1,2.53
03,6212124,303,Braga,7.0,0.1,9.7,2.29
03,6212124,303,Braga,8.0,0.0,8.8,2.06
03,1210630,304,Cabeceiras de Basto,1.0,0.0,4.9,0.98
03,630,304,Cabeceiras de Basto,2.0,0.0,4.7,2.17
03,630,304,Cabeceiras de Basto,3.0,0.0,6.2,2.37
03,630,304,Cabeceiras de Basto,4.0,0.0,4.2,1.02
03,630,304,Cabeceiras de Basto,5.0,0.0,4.2,1.16
03,1210630,304,Cabeceiras de Basto,6.0,0.0,8.3,1.93
03,1210630,304,Cabeceiras de Basto,7.0,0.0,8.9,1.28
03,1210630,304,Cabeceiras de Basto,8.0,0.0,4.8,0.77
03,6212126,306,Esposende,1.0,0.4,7.1,2.66
03,6212126,306,Esposende,2.0,0.4,4.4,1.66
03,6212126,306,Esposende,3.0,0.3,6.9,2.39
03,6212126,306,Esposende,4.0,0.5,8.4,2.39
03,6212126,306,Esposende,5.0,0.4,11.5,5.33
03,6212126,306,Esposende,6.0,0.5,9.3,4.1
03,6212126,306,Esposende,7.0,0.5,9.5,4.3
03,6212126,306,Esposende,8.0,0.5,11.8,5.23
03,6212121,310,Terras de Bouro,1.0,0.2,1.6,0.69
03,6212121,310,Terras de Bouro,2.0,0.2,5.5,1.46
03,6212121,310,Terras de Bouro,3.0,0.3,9.3,2.4
03,6212121,310,Terras de Bouro,4.0,0.2,3.9,1.28
03,6212121,310,Terras de Bouro,5.0,0.1,3.7,1.52
03,6212121,310,Terras de Bouro,6.0,0.2,6.5,1.68
03,6212121,310,Terras de Bouro,7.0,0.3,7.2,2.37
03,6212121,310,Terras de Bouro,8.0,0.3,5.6,1.76
03,6212410,312,Vila Nova de Famalicão,1.0,0.0,7.2,1.36
03,6212410,312,Vila Nova de Famalicão,2.0,0.0,5.2,1.77
03,6212410,312,Vila Nova de Famalicão,3.0,0.1,4.0,1.43
03,6212410,312,Vila Nova de Famalicão,4.0,0.0,4.3,1.16
03,6212410,312,Vila Nova de Famalicão,5.0,0.0,7.1,2.17
03,6212410,312,Vila Nova de Famalicão,6.0,0.0,6.0,2.01
03,6212410,312,Vila Nova de Famalicão,7.0,0.0,6.0,2.27
03,6212410,312,Vila Nova de Famalicão,8.0,0.0,6.6,1.4
03,6212123,313,Vila Verde,1.0,0.2,5.5,1.44
03,6212123,313,Vila Verde,2.0,0.2,5.4,1.56
03,6212123,313,Vila Verde,3.0,0.1,4.7,1.31
03,6212123,313,Vila Verde,4.0,0.2,3.0,0.84
03,6212123,313,Vila Verde,5.0,0.1,4.9,1.36
03,6212123,313,Vila Verde,6.0,0.1,5.0,1.63
03,6212123,313,Vila Verde,7.0,0.1,4.7,1.24
03,6212123,313,Vila Verde,8.0,0.2,4.0,0.98
03,1200576,402,Bragança,1.0,0.0,7.3,1.59
03,1200576,402,Bragança,2.0,0.1,8.7,2.74
03,1200576,402,Bragança,3.0,0.2,10.5,2.79
03,1200575,402,Bragança,4.0,0.3,7.2,2.26
03,575,402,Bragança,5.0,0.3,8.7,2.79
03,1200576,402,Bragança,6.0,0.3,11.7,3.24
03,1200576,402,Bragança,7.0,0.3,13.9,3.56
03,1200575,402,Bragança,8.0,0.1,9.8,2.57
03,1210644,403,Carrazeda de Ansiães,1.0,0.0,6.4,1.4
03,1210644,403,Carrazeda de Ansiães,2.0,0.0,6.3,2.06
03,1210644,403,Carrazeda de Ansiães,3.0,0.0,6.2,2.38
03,1210644,403,Carrazeda de Ansiães,4.0,0.0,5.0,1.48
03,644,403,Carrazeda de Ansiães,5.0,0.0,6.8,2.16
03,644,403,Carrazeda de Ansiães,6.0,0.0,7.8,2.1
03,1210644,403,Carrazeda de Ansiães,7.0,0.0,3.6,1.09
03,1210644,403,Carrazeda de Ansiães,8.0,0.0,6.0,1.16
03,1210633,405,Macedo de Cavaleiros,1.0,0.0,6.2,1.01
03,633,405,Macedo de Cavaleiros,2.0,0.0,6.8,2.27
03,1210633,405,Macedo de Cavaleiros,3.0,0.0,7.6,2.91
03,1210633,405,Macedo de Cavaleiros,4.0,0.0,6.0,1.6
03,1210633,405,Macedo de Cavaleiros,5.0,0.0,5.2,1.58
03,1210633,405,Macedo de Cavaleiros,6.0,0.0,9.4,2.78
03,1210633,405,Macedo de Cavaleiros,7.0,0.0,13.4,3.53
03,1210633,405,Macedo de Cavaleiros,8.0,0.0,7.9,2.77
03,1210635,406,Miranda do Douro,1.0,0.0,4.0,0.71
03,1210635,406,Miranda do Douro,2.0,0.0,10.4,3.07
03,1210635,406,Miranda do Douro,3.0,0.0,10.1,3.45
03,1210635,406,Miranda do Douro,4.0,0.0,5.1,1.29
03,1210635,406,Miranda do Douro,5.0,0.1,5.3,1.4
03,1210635,406,Miranda do Douro,6.0,0.0,8.6,3.09
03,1210635,406,Miranda do Douro,7.0,0.0,12.3,4.28
03,1210635,406,Miranda do Douro,8.0,0.0,4.9,1.12
03,1210632,407,Mirandela,1.0,0.0,9.2,0.9
03,1210632,407,Mirandela,2.0,0.0,6.5,1.33
03,1210632,407,Mirandela,3.0,0.0,8.0,2.65
03,1210632,407,Mirandela,4.0,0.0,7.6,1.53
03,632,407,Mirandela,5.0,0.0,7.0,2.4
03,1210632,407,Mirandela,6.0,0.0,10.4,2.17
03,1210632,407,Mirandela,7.0,0.0,10.1,2.26
03,1210632,407,Mirandela,8.0,0.0,11.4,2.46
03,1210637,408,Mogadouro,1.0,0.0,7.6,1.41
03,1210637,408,Mogadouro,2.0,0.1,13.7,4.94
03,1210637,408,Mogadouro,3.0,0.0,14.6,5.56
03,1210637,408,Mogadouro,4.0,0.0,9.7,3.75
03,1210637,408,Mogadouro,5.0,0.0,17.5,5.87
03,1210637,408,Mogadouro,6.0,0.0,15.0,5.16
03,1210637,408,Mogadouro,7.0,0.1,18.8,5.45
03,1210637,408,Mogadouro,8.0,0.0,15.6,5.24
03,1210654,409,Torre de Moncorvo,1.0,0.0,5.2,1.23
03,1210654,409,Torre de Moncorvo,2.0,0.0,6.3,2.2
03,1210654,409,Torre de Moncorvo,3.0,0.0,8.3,2.78
03,1210654,409,Torre de Moncorvo,4.0,0.0,5.6,1.81
03,1210654,409,Torre de Moncorvo,5.0,0.0,8.4,2.32
03,1210654,409,Torre de Moncorvo,6.0,0.0,9.3,3.12
03,1210654,409,Torre de Moncorvo,7.0,0.0,12.2,2.77
03,1210654,409,Torre de Moncorvo,8.0,0.0,6.2,1.84
03,1210612,412,Vinhais,1.0,0.4,5.5,1.42
03,612,412,Vinhais,2.0,0.3,8.1,3.39
03,612,412,Vinhais,3.0,0.3,14.7,5.45
03,612,412,Vinhais,4.0,0.4,5.2,2.32
03,612,412,Vinhais,5.0,0.2,5.4,2.1
03,1210612,412,Vinhais,6.0,0.5,6.0,2.14
03,1210612,412,Vinhais,7.0,0.4,11.8,4.19
03,1210612,412,Vinhais,8.0,0.2,13.8,3.53
03,570,502,Castelo Branco,1.0,0.2,8.4,3.07
03,1200570,502,Castelo Branco,2.0,0.2,8.1,3.11
03,1200570,502,Castelo Branco,3.0,0.3,9.0,3.36
03,1200570,502,Castelo Branco,4.0,0.3,6.0,1.98
03,570,502,Castelo Branco,5.0,0.3,6.3,2.39
03,1200570,502,Castelo Branco,6.0,0.3,7.4,3.07
03,1200570,502,Castelo Branco,7.0,0.3,9.9,3.16
03,1200570,502,Castelo Branco,8.0,0.3,9.0,3.36
03,1210687,503,Covilhã,1.0,0.0,10.3,1.78
03,1210687,503,Covilhã,2.0,0.0,9.3,2.8
03,687,503,Covilhã,3.0,0.0,8.1,2.08
03,1210687,503,Covilhã,4.0,0.0,4.1,1.36
03,1210687,503,Covilhã,5.0,0.0,7.8,2.09
03,1210687,503,Covilhã,6.0,0.0,7.8,2.16
03,1210687,503,Covilhã,7.0,0.0,10.8,1.29
03,1210687,503,Covilhã,8.0,0.0,9.8,1.06
03,1210698,504,Fundão,1.0,0.2,5.1,1.09
03,1210698,504,Fundão,2.0,0.3,5.9,2.25
03,1210698,504,Fundão,3.0,0.3,7.8,2.55
03,1210698,504,Fundão,4.0,0.3,7.5,2.47
03,698,504,Fundão,5.0,0.3,5.6,1.46
03,1210698,504,Fundão,6.0,0.2,6.2,2.24
03,1210698,504,Fundão,7.0,0.3,9.1,2.62
03,1210698,504,Fundão,8.0,0.3,10.8,2.97
03,1210803,505,Idanha-a-Nova,1.0,0.0,7.9,1.67
03,1210803,505,Idanha-a-Nova,2.0,0.3,8.4,3.25
03,803,505,Idanha-a-Nova,3.0,0.2,8.9,3.36
03,803,505,Idanha-a-Nova,4.0,0.0,5.5,2.3
03,803,505,Idanha-a-Nova,5.0,0.4,6.9,2.29
03,1210803,505,Idanha-a-Nova,6.0,0.0,9.8,4.04
03,1210803,505,Idanha-a-Nova,7.0,0.4,10.6,3.48
03,1210803,505,Idanha-a-Nova,8.0,0.0,11.2,2.7
03,1210806,508,Proença-a-Nova,1.0,0.0,7.6,1.84
03,1210806,508,Proença-a-Nova,2.0,0.0,8.6,2.53
03,1210806,508,Proença-a-Nova,3.0,0.0,7.7,3.23
03,1210806,508,Proença-a-Nova,4.0,0.0,4.4,1.72
03,1210806,508,Proença-a-Nova,5.0,0.0,4.4,1.61
03,806,508,Proença-a-Nova,6.0,0.0,7.4,2.67
03,1210806,508,Proença-a-Nova,7.0,0.0,9.0,3.44
03,1210806,508,Proença-a-Nova,8.0,0.0,9.3,3.31
03,6213611,601,Arganil,1.0,0.4,7.4,1.65
03,6213611,601,Arganil,2.0,0.3,7.1,1.41
03,6213611,601,Arganil,3.0,0.3,5.7,2.07
03,6213611,601,Arganil,4.0,0.3,5.0,1.68
03,6213611,601,Arganil,5.0,0.2,7.0,1.9
03,6213611,601,Arganil,6.0,0.3,8.8,2.23
03,6213611,601,Arganil,7.0,0.3,7.2,2.74
03,6213611,601,Arganil,8.0,0.2,6.3,1.75
03,6213612,602,Cantanhede,1.0,0.3,9.9,3.02
03,6213612,602,Cantanhede,2.0,0.2,8.9,2.77
03,6213612,602,Cantanhede,3.0,0.2,9.1,2.66
03,6213612,602,Cantanhede,4.0,0.1,5.4,2.15
03,6213612,602,Cantanhede,5.0,0.2,6.9,2.59
03,6213612,602,Cantanhede,6.0,0.2,6.7,2.72
03,6213612,602,Cantanhede,7.0,0.1,5.1,1.98
03,6213612,602,Cantanhede,8.0,0.2,10.1,3.05
03,1200548,603,Coimbra,1.0,0.0,6.6,2.21
03,6213613,603,Coimbra,2.0,0.1,11.1,2.91
03,6213613,603,Coimbra,3.0,0.0,11.8,2.58
03,1200548,603,Coimbra,4.0,0.1,6.6,1.93
03,548,603,Coimbra,5.0,0.0,8.5,2.55
03,548,603,Coimbra,6.0,0.0,5.8,2.09
03,1210707,603,Coimbra,7.0,0.0,7.8,2.43
03,1200548,603,Coimbra,8.0,0.1,7.0,2.76
03,1210713,605,Figueira da Foz,1.0,0.0,7.6,3.0
03,1210713,605,Figueira da Foz,2.0,0.2,7.3,2.2
03,713,605,Figueira da Foz,3.0,0.3,7.3,2.28
03,1210713,605,Figueira da Foz,4.0,0.4,7.1,2.66
03,713,605,Figueira da Foz,5.0,0.4,8.6,3.39
03,713,605,Figueira da Foz,6.0,0.5,10.3,4.43
03,713,605,Figueira da Foz,7.0,0.6,9.5,3.38
03,1210713,605,Figueira da Foz,8.0,0.3,9.4,3.31
03,6213614,606,Góis,1.0,0.3,4.7,1.28
03,6213614,606,Góis,2.0,0.1,6.9,1.67
03,6213614,606,Góis,3.0,0.1,4.7,1.12
03,6213614,606,Góis,4.0,0.1,2.8,0.97
03,6213614,606,Góis,5.0,0.3,5.9,1.82
03,6213614,606,Góis,6.0,0.3,6.1,2.5
03,6213614,606,Góis,7.0,0.2,3.0,1.36
03,6213614,606,Góis,8.0,0.1,2.5,0.84
03,1210697,607,Lousã,1.0,0.2,6.8,2.06
03,697,607,Lousã,2.0,0.3,7.0,2.29
03,1210697,607,Lousã,3.0,0.3,9.1,2.36
03,1210697,607,Lousã,4.0,0.2,12.2,2.46
03,697,607,Lousã,5.0,0.3,7.7,1.61
03,697,607,Lousã,6.0,0.2,7.5,2.03
03,697,607,Lousã,7.0,0.3,5.7,1.86
03,1210697,607,Lousã,8.0,0.3,5.5,1.64
03,1210704,608,Mira,1.0,0.0,7.8,2.8
03,1210704,608,Mira,2.0,0.1,5.2,1.35
03,1210704,608,Mira,3.0,0.1,6.1,1.77
03,1210704,608,Mira,4.0,0.1,2.9,0.74
03,1210704,608,Mira,5.0,0.1,4.5,1.3
03,1210704,608,Mira,6.0,0.0,8.6,3.6
03,1210704,608,Mira,7.0,0.1,6.2,2.43
03,1210704,608,Mira,8.0,0.1,6.2,3.09
03,6213620,611,Oliveira do Hospital,1.0,0.4,9.4,2.24
03,6213620,611,Oliveira do Hospital,2.0,0.3,11.1,3.49
03,6213620,611,Oliveira do Hospital,3.0,0.3,5.2,1.86
03,6213620,611,Oliveira do Hospital,4.0,0.3,12.7,3.76
03,6213620,611,Oliveira do Hospital,5.0,0.5,8.0,2.95
03,6213620,611,Oliveira do Hospital,6.0,0.4,8.3,2.76
03,6213620,611,Oliveira do Hospital,7.0,0.3,9.5,3.61
03,6213620,611,Oliveira do Hospital,8.0,0.5,7.4,2.44
03,686,612,Pampilhosa da Serra,1.0,0.5,11.3,4.32
03,1210686,612,Pampilhosa da Serra,2.0,0.8,15.5,4.38
03,686,612,Pampilhosa da Serra,3.0,0.6,15.4,6.29
03,1210686,612,Pampilhosa da Serra,4.0,0.9,16.7,6.09
03,686,612,Pampilhosa da Serra,5.0,0.7,17.1,5.01
03,686,612,Pampilhosa da Serra,6.0,0.6,16.5,4.85
03,1210686,612,Pampilhosa da Serra,7.0,0.3,17.9,4.15
03,1210686,612,Pampilhosa da Serra,8.0,0.6,13.3,4.52
03,6213617,613,Penacova,1.0,0.1,7.8,1.86
03,6213617,613,Penacova,2.0,0.2,7.9,2.6
03,6213617,613,Penacova,3.0,0.2,9.7,3.37
03,6213617,613,Penacova,4.0,0.2,9.0,1.8
03,6213617,613,Penacova,5.0,0.2,8.2,1.57
03,6213617,613,Penacova,6.0,0.2,8.2,2.1
03,6213617,613,Penacova,7.0,0.2,5.7,2.0
03,6213617,613,Penacova,8.0,0.2,7.8,2.4
03,6213618,614,Penela,1.0,0.4,5.8,2.38
03,6213618,614,Penela,2.0,0.7,6.6,3.15
03,6213618,614,Penela,3.0,0.8,9.6,3.38
03,6213618,614,Penela,4.0,0.9,5.1,2.46
03,6213618,614,Penela,5.0,0.4,3.9,2.22
03,6213618,614,Penela,6.0,0.6,3.7,1.74
03,6213618,614,Penela,7.0,0.6,2.7,1.51
03,6213618,614,Penela,8.0,0.5,3.9,2.18
03,6213621,615,Soure,1.0,1.4,14.1,5.82
03,6213621,615,Soure,2.0,1.6,10.9,5.66
03,6213621,615,Soure,3.0,1.3,11.5,6.88
03,6213621,615,Soure,4.0,0.6,13.5,7.44
03,6213621,615,Soure,5.0,1.9,16.4,7.12
03,6213621,615,Soure,6.0,0.9,10.6,5.8
03,6213621,615,Soure,7.0,0.6,11.6,6.08
03,6213621,615,Soure,8.0,0.8,18.1,6.24
03,6213619,617,Vila Nova de Poiares,1.0,0.1,6.3,1.83
03,6213619,617,Vila Nova de Poiares,2.0,0.2,8.4,3.16
03,6213619,617,Vila Nova de Poiares,3.0,0.2,6.2,2.35
03,6213619,617,Vila Nova de Poiares,4.0,0.2,7.4,1.79
03,6213619,617,Vila Nova de Poiares,5.0,0.2,6.3,1.86
03,6213619,617,Vila Nova de Poiares,6.0,0.2,5.6,1.96
03,6213619,617,Vila Nova de Poiares,7.0,0.2,5.0,1.62
03,6213619,617,Vila Nova de Poiares,8.0,0.2,6.9,1.89
03,1210837,704,Estremoz,1.0,0.0,5.6,1.32
03,1210837,704,Estremoz,2.0,0.0,9.0,3.0
03,1210837,704,Estremoz,3.0,0.0,8.5,2.91
03,1210837,704,Estremoz,4.0,0.0,4.7,1.39
03,837,704,Estremoz,5.0,0.0,7.3,1.85
03,837,704,Estremoz,6.0,0.0,6.7,1.88
03,1210837,704,Estremoz,7.0,0.0,6.9,2.26
03,1210837,704,Estremoz,8.0,0.0,8.3,2.71
03,1200558,705,Évora,1.0,0.0,7.5,2.65
03,1200558,705,Évora,2.0,0.5,6.9,2.78
03,1200558,705,Évora,3.0,0.5,8.9,3.33
03,1200558,705,Évora,4.0,0.5,9.5,2.51
03,558,705,Évora,5.0,0.5,8.5,3.03
03,558,705,Évora,6.0,0.1,9.3,3.69
03,558,705,Évora,7.0,0.4,11.0,3.3
03,1200558,705,Évora,8.0,0.2,12.4,4.38
03,1210826,707,Mora,1.0,0.2,7.3,2.12
03,1210826,707,Mora,2.0,0.2,6.8,2.39
03,1210826,707,Mora,3.0,0.2,5.5,2.43
03,1210826,707,Mora,4.0,0.1,2.5,0.92
03,1210826,707,Mora,5.0,0.1,8.8,2.01
03,1210826,707,Mora,6.0,0.2,6.7,2.66
03,1210826,707,Mora,7.0,0.2,4.7,1.57
03,1210826,707,Mora,8.0,0.3,7.2,2.04
03,1210848,709,Portel,1.0,0.0,5.3,1.73
03,1210848,709,Portel,2.0,0.0,8.4,2.79
03,1210848,709,Portel,3.0,0.0,8.4,1.79
03,1210848,709,Portel,4.0,0.0,7.9,1.45
03,848,709,Portel,5.0,0.0,7.8,2.53
03,848,709,Portel,6.0,0.0,9.8,3.09
03,848,709,Portel,7.0,0.0,7.8,2.64
03,1210848,709,Portel,8.0,0.0,8.1,2.85
03,1210840,711,Reguengos de Monsaraz,1.0,0.1,5.9,2.32
03,1210840,711,Reguengos de Monsaraz,2.0,0.3,8.1,2.73
03,1210840,711,Reguengos de Monsaraz,3.0,0.4,6.1,2.47
03,1210840,711,Reguengos de Monsaraz,4.0,0.2,6.1,2.35
03,1210840,711,Reguengos de Monsaraz,5.0,0.2,6.9,2.88
03,1210840,711,Reguengos de Monsaraz,6.0,0.2,7.8,2.98
03,1210840,711,Reguengos de Monsaraz,7.0,0.0,9.8,3.58
03,1210840,711,Reguengos de Monsaraz,8.0,0.1,11.2,3.53
03,1210847,713,Viana do Alentejo,1.0,0.3,12.1,3.09
03,1210847,713,Viana do Alentejo,2.0,0.2,9.6,3.21
03,1210847,713,Viana do Alentejo,3.0,0.3,9.2,3.54
03,1210847,713,Viana do Alentejo,4.0,0.5,9.3,3.75
03,1210847,713,Viana do Alentejo,5.0,0.3,8.4,3.39
03,847,713,Viana do Alentejo,6.0,0.6,7.8,3.26
03,847,713,Viana do Alentejo,7.0,0.6,9.1,3.27
03,1210847,713,Viana do Alentejo,8.0,0.4,12.2,3.64
03,1210874,801,Albufeira,1.0,0.7,10.0,4.48
03,1210874,801,Albufeira,2.0,0.8,9.4,3.37
03,1210874,801,Albufeira,3.0,0.4,9.3,4.25
03,1210874,801,Albufeira,4.0,0.6,6.6,2.51
03,1210874,801,Albufeira,5.0,0.5,5.7,3.01
03,1210874,801,Albufeira,6.0,0.8,6.9,3.72
03,1210874,801,Albufeira,7.0,0.7,6.8,3.27
03,1210874,801,Albufeira,8.0,0.5,12.3,4.56
03,1210865,802,Alcoutim,1.0,0.0,6.5,2.47
03,1210865,802,Alcoutim,2.0,0.0,6.2,2.23
03,1210865,802,Alcoutim,3.0,0.1,9.9,3.52
03,1210865,802,Alcoutim,4.0,0.2,11.3,3.53
03,865,802,Alcoutim,5.0,0.1,5.9,2.44
03,865,802,Alcoutim,6.0,0.2,7.1,2.97
03,1210865,802,Alcoutim,7.0,0.1,9.2,2.5
03,1210865,802,Alcoutim,8.0,0.0,10.0,3.64
03,1210789,803,Aljezur,1.0,0.0,4.1,1.13
03,1210789,803,Aljezur,2.0,0.0,3.7,1.22
03,1210789,803,Aljezur,3.0,0.0,4.7,0.78
03,1210789,803,Aljezur,4.0,0.1,9.2,1.91
03,1210789,803,Aljezur,5.0,0.1,3.7,1.19
03,1210789,803,Aljezur,6.0,0.0,4.7,1.83
03,1210789,803,Aljezur,7.0,0.1,3.8,1.39
03,1210789,803,Aljezur,8.0,0.0,3.5,1.51
03,1210867,804,Castro Marim,1.0,0.2,10.6,3.34
03,1210867,804,Castro Marim,2.0,0.4,9.3,3.11
03,1210867,804,Castro Marim,3.0,0.4,8.3,3.74
03,1210867,804,Castro Marim,4.0,0.4,10.9,3.92
03,1210867,804,Castro Marim,5.0,0.5,10.8,3.69
03,1210867,804,Castro Marim,6.0,0.1,9.8,4.46
03,1210867,804,Castro Marim,7.0,0.3,7.8,2.18
03,1210867,804,Castro Marim,8.0,0.2,12.5,4.8
03,1200554,805,Faro,1.0,0.0,8.7,2.28
03,1200554,805,Faro,2.0,0.3,13.5,3.51
03,1200554,805,Faro,3.0,0.2,14.7,6.33
03,1200554,805,Faro,4.0,0.2,13.8,3.88
03,1200554,805,Faro,5.0,0.2,7.5,3.04
03,1200554,805,Faro,6.0,0.1,8.4,3.99
03,554,805,Faro,7.0,0.3,11.4,4.37
03,554,805,Faro,8.0,0.2,11.1,3.37
03,6210872,808,Loulé,1.0,2.0,2.1,2.07
03,6210872,808,Loulé,2.0,0.5,2.7,1.85
03,6210872,808,Loulé,3.0,0.3,1.7,0.8
03,6210872,808,Loulé,4.0,0.5,4.2,1.64
03,6210872,808,Loulé,5.0,0.5,1.1,0.76
03,6210872,808,Loulé,6.0,0.6,4.5,2.17
03,6210872,808,Loulé,7.0,1.6,1.6,1.6
03,6210872,808,Loulé,8.0,0.9,4.9,2.96
03,1210790,809,Monchique,1.0,0.3,21.9,9.31
03,1210790,809,Monchique,2.0,0.5,15.4,6.32
03,1210790,809,Monchique,3.0,0.1,17.1,6.38
03,1210790,809,Monchique,4.0,0.3,18.5,6.05
03,1210790,809,Monchique,5.0,0.3,10.9,4.33
03,1210790,809,Monchique,6.0,0.5,11.2,5.71
03,1210790,809,Monchique,7.0,0.5,15.3,6.38
03,1210790,809,Monchique,8.0,0.5,17.0,7.09
03,1210881,810,Olhão,1.0,0.0,6.3,1.93
03,1210881,810,Olhão,2.0,0.0,7.5,2.63
03,881,810,Olhão,3.0,0.0,8.4,2.16
03,1210881,810,Olhão,4.0,0.0,11.0,2.22
03,881,810,Olhão,5.0,0.0,9.5,2.83
03,881,810,Olhão,6.0,0.0,8.2,3.18
03,881,810,Olhão,7.0,0.0,6.8,2.23
03,1210881,810,Olhão,8.0,0.0,6.9,1.93
03,6210879,811,Portimão,1.0,0.1,8.0,2.23
03,6210879,811,Portimão,2.0,0.2,10.0,2.85
03,6210879,811,Portimão,3.0,0.2,14.1,2.86
03,6210879,811,Portimão,4.0,0.2,13.3,3.92
03,6210879,811,Portimão,5.0,0.1,7.2,2.81
03,6210879,811,Portimão,6.0,0.2,7.1,3.1
03,878,811,Portimão,7.0,0.2,8.0,2.79
03,1210878,811,Portimão,8.0,0.2,10.1,3.54
03,1210883,814,Tavira,1.0,0.3,12.1,3.45
03,1210883,814,Tavira,2.0,0.5,8.0,3.24
03,1210883,814,Tavira,3.0,0.3,9.4,3.76
03,1210883,814,Tavira,4.0,0.4,14.5,3.69
03,1210883,814,Tavira,5.0,0.2,6.8,3.02
03,1210883,814,Tavira,6.0,0.3,8.2,4.21
03,1210883,814,Tavira,7.0,0.3,7.2,2.72
03,1210883,814,Tavira,8.0,0.4,9.9,2.85
03,1200533,815,Vila do Bispo,1.0,0.3,11.0,4.7
03,1200533,815,Vila do Bispo,2.0,0.3,9.9,2.42
03,1200533,815,Vila do Bispo,3.0,0.5,11.3,4.75
