id_estacao,DICO,Concelho
504,4602,Madalena
506,4701,Horta
507,4401,Santa Cruz da Graciosa
511,4301,Angra do Heroísmo
1200504,4602,Madalena
1200506,4701,Horta
1200507,4401,Santa Cruz da Graciosa
1200511,4301,Angra do Heroísmo
11217370,4301,Angra do Heroísmo
11217372,4302,Praia da Vitória
11217430,4401,Santa Cruz da Graciosa
11217510,4502,Velas
11217625,4603,São Roque do Pico
11217645,4601,Lajes do Pico
11217710,4701,Horta
11217730,4701,Horta
